主要演员,副标题,售票状态,图片地址,标题,演出介绍,演出场地,演出字幕,演出时长,演出时间,演出语言,票价信息
300张,驴得水,售票中,https://pimg.dmcdn.cn/perform/project/1717/171739_n.jpg,黑色喜剧《驴得水》武汉站,"<div class=""pre""><h4>
	演出介绍
</h4>
　　民国时期的一个乡村学校，由于严重缺水，校长将一头驴虚报成英语  老师，来为学校挑水。面临上级的检查，大家决定让一个铁匠来冒充  这个叫""驴得水""的英语老师。但是上级却对这位""驴""老师刨根问  底。眼看事情要败露，大家只能用更多的谎言去弥补。于是，事件的发展越来越超乎校长和老师们的预料……<br/>
<strong>　　导演/编剧 周申： </strong><br/>
　　2006年独立指导小剧场话剧《朱丽小姐》联合导演话剧《三姊妹》  2007年（商业展示）自编自导小型音乐短剧《浪漫夜晚》  联合导演小剧场话剧《秃头歌女》  2008年编剧并联合导演音乐浪漫喜剧《如果，我不是我》<br/>
<strong>　　导演/编剧 刘露：</strong><br/>
　　中央戏剧学院  导演系本科、导演系研究生  代表作：  《三姊妹》《秃头歌女》《如果我不是我》</div>",武汉琴台大剧院,普通话,约70分钟,2019-01-06,周申，刘露,加载中，请稍后...
